"","Title","Author","Subject","Abstract","Meta"
"34","Representing Information on DNA using Patterns Induced by Enzymatic Labeling","Daniella Bar-Lev, Tuvi Etzion, Eitan Yaakobi, Zohar Yakhini","Information Theory (cs.IT)","Enzymatic DNA labeling is a powerful tool with applications in biochemistry, molecular biology, biotechnology, medical science, and genomic research. This paper contributes to the evolving field of DNA-based data storage by presenting a formal framework for modeling DNA labeling in strings, specifically tailored for data storage purposes. Our approach involves a known DNA molecule as a template for labeling, employing patterns induced by a set of designed labels to represent information. One hypothetical implementation can use CRISPR-Cas9 and gRNA reagents for labeling. Various aspects of the general labeling channel, including fixed-length labels, are explored, and upper bounds on the maximal size of the corresponding codes are given. The study includes the development of an efficient encoder-decoder pair that is proven optimal in terms of maximum code size under specific conditions.","Tue, 14 May 2024 10:01:51 UTC (17 KB)"
"35","Neuromorphic Robust Estimation of Nonlinear Dynamical Systems Applied to Satellite Rendezvous","Reza Ahmadvand, Sarah Safura Sharif, Yaser Mike Banad","Systems and Control (eess.SY)","State estimation of nonlinear dynamical systems has long aimed to balance accuracy, computational efficiency, robustness, and reliability. The rapid evolution of various industries has amplified the demand for estimation frameworks that satisfy all these factors. This study introduces a neuromorphic approach for robust filtering of nonlinear dynamical systems: SNN-EMSIF (spiking neural network-extended modified sliding innovation filter). SNN-EMSIF combines the computational efficiency and scalability of SNNs with the robustness of EMSIF, an estimation framework designed for nonlinear systems with zero-mean Gaussian noise. Notably, the weight matrices are designed according to the system model, eliminating the need for a learning process. The framework's efficacy is evaluated through comprehensive Monte Carlo simulations, comparing SNN-EMSIF with EKF and EMSIF. Additionally, it is compared with SNN-EKF in the presence of modeling uncertainties and neuron loss, using RMSEs as a metric. The results demonstrate the superior accuracy and robustness of SNN-EMSIF. Further analysis of runtimes and spiking patterns reveals an impressive reduction of 85% in emitted spikes compared to possible spikes, highlighting the computational efficiency of SNN-EMSIF. This framework offers a promising solution for robust estimation in nonlinear dynamical systems, opening new avenues for efficient and reliable estimation in various industries that can benefit from neuromorphic computing.","Tue, 14 May 2024 07:43:10 UTC (3,143 KB)"
"36","Enhancing Rover Mobility Monitoring: Autoencoder-driven Anomaly Detection for Curiosity","Mielad Sabzehi, Peter Rollins","Robotics (cs.RO)","Over eleven years into its mission, the Mars Science Laboratory remains vital to NASA's Mars exploration. Safeguarding the rover's long-term functionality is a top mission priority. In this study, we introduce and test undercomplete autoencoder models for detecting drive anomalies, using telemetry data from wheel actuators, the Rover Inertial Measurement Unit (RIMU), and the suspension system. Our approach enhances post-drive data analysis during tactical downlink sessions. We explore various model architectures and input features to understand their impact on performance. Evaluating the models involves testing them on unseen data to mimic real-world scenarios. Our experiments demonstrate the undercomplete autoencoder model's effectiveness in detecting drive anomalies within the Curiosity rover dataset. Remarkably, the model even identifies subtle anomalous telemetry patterns missed by human operators. Additionally, we provide insights into optimal design choices by comparing different model architectures and input features. The model's ability to capture inconspicuous anomalies, potentially indicating early-stage failures, holds promise for the field, by improving the reliability and safety of future planetary exploration missions through early anomaly detection and proactive maintenance.","Mon, 13 May 2024 17:53:51 UTC (7,458 KB)"
"37","Effective medium properties of stealthy hyperuniform photonic structures using multiscale physics-informed neural networks","Roberto Riganti, Yilin Zhu, Wei Cai, Salvatore Torquato, Luca Dal Negro","Optics (physics.optics)","In this article, we employ multiscale physics-informed neural networks (MscalePINNs) for the inverse retrieval of the effective permittivity and homogenization of finite-size photonic media with stealthy hyperuniform (SHU) disordered geometries. Specifically, we show that MscalePINNs are capable of capturing the fast spatial variations of complex fields scattered by arrays of dielectric nanocylinders arranged according to isotropic SHU point patterns, thus enabling a systematic methodology to inverse retrieve their effective dielectric profiles. Our approach extends the recently developed high-frequency homogenization theory of hyperuniform media and retrieves more general permittivity profiles for applications-relevant finite-size SHU systems, unveiling unique features related to their isotropic nature. In particular, we demonstrate the existence of a transparency region beyond the long-wavelength approximation, enabling effective and isotropic homogenization even without disorder-averaging, in contrast to the case of uncorrelated Poisson random patterns. We believe that the multiscale network approach introduced here enables the efficient inverse design of general effective media and finite-size metamaterials with isotropic electromagnetic responses beyond the limitations of traditional homogenization theories.","Mon, 13 May 2024 16:08:53 UTC (9,661 KB)[v2] Tue, 14 May 2024 14:47:25 UTC (9,661 KB)"
"38","Constructing a BPE Tokenization DFA","Martin Berglund, Willeke Martens, Brink van der Merwe","Formal Languages and Automata Theory (cs.FL)","Many natural language processing systems operate over tokenizations of text to address the open-vocabulary problem. In this paper, we give and analyze an algorithm for the efficient construction of deterministic finite automata designed to operate directly on tokenizations produced by the popular byte pair encoding technique. This makes it possible to apply many existing techniques and algorithms to the tokenized case, such as pattern matching, equivalence checking of tokenization dictionaries, and composing tokenized languages in various ways.","Mon, 13 May 2024 11:59:24 UTC (17 KB)"
"39","G-VOILA: Gaze-Facilitated Information Querying in Daily Scenarios","Zeyu Wang, Yuanchun Shi, Yuntao Wang, Yuchen Yao, Kun Yan, Yuhan Wang, Lei Ji, Xuhai Xu, Chun Yu","Human-Computer Interaction (cs.HC)","Modern information querying systems are progressively incorporating multimodal inputs like vision and audio. However, the integration of gaze -- a modality deeply linked to user intent and increasingly accessible via gaze-tracking wearables -- remains underexplored. This paper introduces a novel gaze-facilitated information querying paradigm, named G-VOILA, which synergizes users' gaze, visual field, and voice-based natural language queries to facilitate a more intuitive querying process. In a user-enactment study involving 21 participants in 3 daily scenarios (p = 21, scene = 3), we revealed the ambiguity in users' query language and a gaze-voice coordination pattern in users' natural query behaviors with G-VOILA. Based on the quantitative and qualitative findings, we developed a design framework for the G-VOILA paradigm, which effectively integrates the gaze data with the in-situ querying context. Then we implemented a G-VOILA proof-of-concept using cutting-edge deep learning techniques. A follow-up user study (p = 16, scene = 2) demonstrates its effectiveness by achieving both higher objective score and subjective score, compared to a baseline without gaze data. We further conducted interviews and provided insights for future gaze-facilitated information querying systems.","Mon, 13 May 2024 11:24:53 UTC (5,499 KB)"
"40","InAs on Insulator: A New Platform for Cryogenic Hybrid Superconducting Electronics","Alessandro Paghi, Giacomo Trupiano, Giorgio De Simoni, Omer Arif, Lucia Sorba, Francesco Giazotto","Superconductivity (cond-mat.supr-con)","Superconducting circuits based on hybrid InAs Josephson Junctions (JJs) play a starring role in the design of fast and ultra-low power consumption solid-state quantum electronics and exploring novel physical phenomena. Conventionally, 3D substrates, 2D quantum wells (QWs), and 1D nanowires (NWs) made of InAs are employed to create superconductive circuits with hybrid JJs. Each platform has its advantages and disadvantages. Here, we proposed the InAs-on-insulator (InAsOI) as a groundbreaking platform for developing superconducting electronics. An epilayer of semiconductive InAs with different electron densities was grown onto an InAlAs metamorphic buffer layer, efficiently used as a cryogenic insulator to decouple adjacent devices electrically. JJs with various lengths and widths were fabricated employing Al as a superconductor and InAs with different electron densities. We achieved a switching current density of 7.3 uA/um, a critical voltage of 50-to-80 uV, and a critical temperature equal to that of the superconductor used. For all the JJs, the switching current follows a characteristic Fraunhofer pattern with an out-of-plane magnetic field. These achievements enable the use of InAsOI to design and fabricate surface-exposed Josephson Field Effect Transistors with high critical current densities and superior gating properties.","Mon, 13 May 2024 10:39:16 UTC (1,608 KB)"
"41","AnomalyLLM: Few-shot Anomaly Edge Detection for Dynamic Graphs using Large Language Models","Shuo Liu, Di Yao, Lanting Fang, Zhetao Li, Wenbin Li, Kaiyu Feng, XiaoWen Ji, Jingping Bi","Machine Learning (cs.LG)","Detecting anomaly edges for dynamic graphs aims to identify edges significantly deviating from the normal pattern and can be applied in various domains, such as cybersecurity, financial transactions and AIOps. With the evolving of time, the types of anomaly edges are emerging and the labeled anomaly samples are few for each type. Current methods are either designed to detect randomly inserted edges or require sufficient labeled data for model training, which harms their applicability for real-world applications. In this paper, we study this problem by cooperating with the rich knowledge encoded in large language models(LLMs) and propose a method, namely AnomalyLLM. To align the dynamic graph with LLMs, AnomalyLLM pre-trains a dynamic-aware encoder to generate the representations of edges and reprograms the edges using the prototypes of word embeddings. Along with the encoder, we design an in-context learning framework that integrates the information of a few labeled samples to achieve few-shot anomaly detection. Experiments on four datasets reveal that AnomalyLLM can not only significantly improve the performance of few-shot anomaly detection, but also achieve superior results on new anomalies without any update of model parameters.","Mon, 13 May 2024 10:37:50 UTC (1,918 KB)"
"42","Random walk model that universally generates inverse square Lévy walk by eliminating search cost minimization constraint","Shuji Shinohara, Daiki Morita, Hayato Hirai, Ryosuke Kuribayashi, Nobuhito Manome, Toru Moriyama, Hiroshi Okamoto, Yoshihiro Nakajima, Pegio-Yukio Gunji, Ung-il Chung","Multiagent Systems (cs.MA)","The Lévy walk, a type of random walk characterized by linear step lengths that follow a power-law distribution, is observed in the migratory behaviors of various organisms, ranging from bacteria to humans. Notably, Lévy walks with power exponents close to two are frequently observed, though their underlying causes remain elusive. This study introduces a simplified, abstract random walk model designed to produce inverse square Lévy walks, also known as Cauchy walks and explores the conditions that facilitate these phenomena. In our model, agents move toward a randomly selected destination in multi-dimensional space, and their movement strategy is parameterized by the extent to which they pursue the shortest path. When the search cost is proportional to the distance traveled, this parameter effectively reflects the emphasis on minimizing search costs. Our findings reveal that strict adherence to this cost minimization constraint results in a Brownian walk pattern. However, removing this constraint transitions the movement to an inverse square Lévy walk. Therefore, by modulating the prioritization of search costs, our model can seamlessly alternate between Brownian and Cauchy walk dynamics. This model has the potential to be utilized for exploring the parameter space of an optimization problem.","Mon, 13 May 2024 08:22:44 UTC (972 KB)[v2] Tue, 14 May 2024 01:44:36 UTC (976 KB)"
"43","Hell is Paved with Good Intentions: The Intricate Relationship Between Cognitive Biases and Dark Patterns","Thomas Mildner, Albert Inkoom, Rainer Malaka, Jasmin Niess","Human-Computer Interaction (cs.HC)","Throughout the past decade, research in HCI has identified numerous instances of dark patterns in digital interfaces. These efforts have led to a well-fostered typology describing harmful strategies users struggle to navigate. However, an in-depth understanding of the underlying mechanisms that deceive, coerce, or manipulate users is missing. We explore the interplay between cognitive biases and dark patterns to address this gap. To that end, we conducted four focus groups with experts (N=15) in psychology and dark pattern scholarship, inquiring how they conceptualise the relation between cognitive biases and dark patterns. Based on our results, we constructed the ""Relationship Model of Cognitive Biases and Dark Patterns"" which illustrates how cognitive bias and deceptive design patterns relate and identifies opportune moments for ethical reconsideration and user protection mechanisms. Our insights contribute to the current discourse by emphasising ethical design decisions and their implications in the field of HCI.","Sun, 12 May 2024 21:28:59 UTC (916 KB)"
"44","Fields, Bridges, and Foundations: How Researchers Browse Citation Network Visualizations","Kiroong Choe, Eunhye Kim, Sangwon Park, Jinwook Seo","Human-Computer Interaction (cs.HC)","Visualizing citation relations with network structures is widely used, but the visual complexity can make it challenging for individual researchers to navigate through them. We collected data from 18 researchers using an interface that we designed using network simplification methods and analyzed how users browsed and identified important papers. Our analysis reveals six major patterns used for identifying papers of interest, which can be categorized into three key components: Fields, Bridges, and Foundations, each viewed from two distinct perspectives: layout-oriented and connection-oriented. The connection-oriented approach was found to be more effective for selecting relevant papers, but the layout-oriented method was adopted more often, even though it led to unexpected results and user frustration. Our findings emphasize the importance of integrating these components and the necessity to balance visual layouts with meaningful connections to enhance the effectiveness of citation networks in academic browsing systems.","Sun, 12 May 2024 12:28:15 UTC (6,265 KB)"
"45","A continuum geometric approach for inverse design of origami structures","Alon Sardas, Michael Moshe, Cy Maor","Soft Condensed Matter (cond-mat.soft)","Miura-Ori, a celebrated origami pattern that facilitates functionality in matter, has found multiple applications in the field of mechanical metamaterials. Modifications of Miura-Ori pattern can produce curved configurations during folding, thereby enhancing its potential functionalities. Thus, a key challenge in designing generalized Miura-Ori structures is to tailor their folding patterns to achieve desired geometries. In this work, we address this inverse-design problem by developing a new continuum framework for the differential geometry of generalized Miura-Ori. By assuming that the perturbation to the classical Miura-Ori is slowly varying in space, we derive analytical relations between geometrical properties and the perturbation field. These relationships are shown to be invertible, allowing us to design complex curved geometries. Our framework enables porting knowledge, methods and tools from continuum theories of matter and differential geometry to the field of origami metamaterials.","Sun, 12 May 2024 10:53:58 UTC (5,124 KB)"
"46","Chained Flexible Capsule Endoscope: Unraveling the Conundrum of Size Limitations and Functional Integration for Gastrointestinal Transitivity","Sishen Yuan, Guang Li, Baijia Liang, Lailu Li, Qingzhuo Zheng, Shuang Song, Zhen Li, Hongliang Ren","Medical Physics (physics.med-ph)","Capsule endoscopes, predominantly serving diagnostic functions, provide lucid internal imagery but are devoid of surgical or therapeutic capabilities. Consequently, despite lesion detection, physicians frequently resort to traditional endoscopic or open surgical procedures for treatment, resulting in more complex, potentially risky interventions. To surmount these limitations, this study introduces a chained flexible capsule endoscope (FCE) design concept, specifically conceived to navigate the inherent volume constraints of capsule endoscopes whilst augmenting their therapeutic functionalities. The FCE's distinctive flexibility originates from a conventional rotating joint design and the incision pattern in the flexible material. In vitro experiments validated the passive navigation ability of the FCE in rugged intestinal tracts. Further, the FCE demonstrates consistent reptile-like peristalsis under the influence of an external magnetic field, and possesses the capability for film expansion and disintegration under high-frequency electromagnetic stimulation. These findings illuminate a promising path toward amplifying the therapeutic capacities of capsule endoscopes without necessitating a size compromise.","Sun, 12 May 2024 08:42:05 UTC (40,947 KB)"
"47","Nanophotonic oscillators for laser conversion beyond an octave","Grant M. Brodnik, Haixin Liu, David R. Carlson, Jennifer A. Black, Scott B. Papp","Optics (physics.optics)","Many uses of lasers place the highest importance on access to specific wavelength bands. For example, mobilizing optical-atomic clocks for a leap in sensing requires compact lasers at frequencies spread across the visible and near infrared. Integrated photonics enables high-performance, scalable laser platforms, however, customizing laser-gain media to support wholly new bands is challenging and often prohibitively mismatched in scalability to early quantum-based sensing and information systems. Here, we demonstrate a microresonator optical-parametric oscillator (OPO) that converts a pump laser to an output wave within a frequency span exceeding an octave. We achieve phase matching for oscillation by nanopatterning the microresonator to open a photonic-crystal bandgap on the mode of the pump laser. By adjusting the nanophotonic pattern and hence the bandgap, the ratio of output OPO wave frequency span to required pump laser tuning is more than 10,000. We also demonstrate tuning the oscillator in free-spectral-range steps, more finely with temperature, and minimal additive frequency noise of the laser-conversion process. Our work shows that nanophotonics offers control of laser conversion in microresonators, bridging phase-matching of nonlinear optics and application requirements for laser designs.","Fri, 10 May 2024 18:03:11 UTC (641 KB)"
"48","RNA Secondary Structure Prediction Using Transformer-Based Deep Learning Models","Yanlin Zhou, Tong Zhan, Yichao Wu, Bo Song, Chenxi Shi","Biomolecules (q-bio.BM)","The Human Genome Project has led to an exponential increase in data related to the sequence, structure, and function of biomolecules. Bioinformatics is an interdisciplinary research field that primarily uses computational methods to analyze large amounts of biological macromolecule data. Its goal is to discover hidden biological patterns and related information. Furthermore, analysing additional relevant information can enhance the study of biological operating mechanisms. This paper discusses the fundamental concepts of RNA, RNA secondary structure, and its prediction.Subsequently, the application of machine learning technologies in predicting the structure of biological macromolecules is explored. This chapter describes the relevant knowledge of algorithms and computational complexity and presents a RNA tertiary structure prediction algorithm based on ResNet. To address the issue of the current scoring function's unsuitability for long RNA, a scoring model based on ResNet is proposed, and a structure prediction algorithm is designed. The chapter concludes by presenting some open and interesting challenges in the field of RNA tertiary structure prediction.","Sun, 14 Apr 2024 08:36:14 UTC (969 KB)"
"49","A numerical code for the analysis of magnetic white dwarf spectra that includes field effects on the chemical equilibrium","Matías Vera-Rueda, René D. Rohrmann","Solar and Stellar Astrophysics (astro-ph.SR)","We present a new magnetic-atmosphere model code for obtaining synthetic spectral fluxes of hydrogen-rich magnetic white dwarfs. To date, observed spectra have been analyzed with models that neglect the magnetic field's effects on the atomic populations. In this work, we incorporate state-of-art theory in the evaluation of numerical densities of atoms, free electrons, and ions in local thermodynamical equilibrium under the action of a magnetic field. The energy distribution of atoms is rigorously evaluated for arbitrary field strength. This energy pattern includes going from tightly bound states to metastable or truly bound, highly excited states embedded in the continuum, that is, over the first Landau level. Finite nuclear mass effects and the coupling between the internal atomic structure and the motion of the atom across the magnetic field are also considered. Synthetic fluxes are generated with integrations of numerical solutions of polarized radiative transfer over the visible stellar disk using a spherical t-design method. The atmosphere code is tested with observations from the Sloan Digital Sky Survey for a group of known magnetic white dwarfs. Physical stellar parameters are obtained from least-squares fits to the observed energy distribution and compared with results of previous works. We show that the use of zerofield ionization equilibrium in spectral analyses can lead to underestimated effective temperatures for highly magnetic white dwarfs.","Fri, 10 May 2024 17:03:27 UTC (1,702 KB)[v2] Fri, 17 May 2024 17:28:52 UTC (1,702 KB)"
"50","Automatic Structural Search of Tensor Network States including Entanglement Renormalization","Ryo Watanabe, Hiroshi Ueda","Quantum Physics (quant-ph)","Tensor network (TN) states, including entanglement renormalization (ER), can encompass a wider variety of entangled states. When the entanglement structure of the quantum state of interest is non-uniform in real space, accurately representing the state with a limited number of degrees of freedom hinges on appropriately configuring the TN to align with the entanglement pattern. However, a proposal has yet to show a structural search of ER due to its high computational cost and the lack of flexibility in its algorithm. In this study, we conducted an optimal structural search of TN, including ER, based on the reconstruction of their local structures with respect to variational energy. Firstly, we demonstrated that our algorithm for the spin-$1/2$ tetramer singlets model could calculate exact ground energy using the multi-scale entanglement renormalization ansatz (MERA) structure as an initial TN structure. Subsequently, we applied our algorithm to the random XY models with the two initial structures: MERA and the suitable structure underlying the strong disordered renormalization group. We found that, in both cases, our algorithm achieves improvements in variational energy, fidelity, and entanglement entropy. The degree of improvement in these quantities is superior in the latter case compared to the former, suggesting that utilizing an existing TN design method as a preprocessing step is important for maximizing our algorithm's performance.","Fri, 10 May 2024 15:24:10 UTC (1,217 KB)"
"51","Equivariant Spatio-Temporal Attentive Graph Networks to Simulate Physical Dynamics","Liming Wu, Zhichao Hou, Jirui Yuan, Yu Rong, Wenbing Huang","Machine Learning (cs.LG)","Learning to represent and simulate the dynamics of physical systems is a crucial yet challenging task. Existing equivariant Graph Neural Network (GNN) based methods have encapsulated the symmetry of physics, \emph{e.g.}, translations, rotations, etc, leading to better generalization ability. Nevertheless, their frame-to-frame formulation of the task overlooks the non-Markov property mainly incurred by unobserved dynamics in the environment. In this paper, we reformulate dynamics simulation as a spatio-temporal prediction task, by employing the trajectory in the past period to recover the Non-Markovian interactions. We propose Equivariant Spatio-Temporal Attentive Graph Networks (ESTAG), an equivariant version of spatio-temporal GNNs, to fulfill our purpose. At its core, we design a novel Equivariant Discrete Fourier Transform (EDFT) to extract periodic patterns from the history frames, and then construct an Equivariant Spatial Module (ESM) to accomplish spatial message passing, and an Equivariant Temporal Module (ETM) with the forward attention and equivariant pooling mechanisms to aggregate temporal message. We evaluate our model on three real datasets corresponding to the molecular-, protein- and macro-level. Experimental results verify the effectiveness of ESTAG compared to typical spatio-temporal GNNs and equivariant GNNs.","Tue, 21 May 2024 15:33:21 UTC (3,436 KB)"
"52","Optimizing Coded-Apertures for Depth-Resolved Diffraction","Doğa Gürsoy, Dina Sheyfer, Michael Wojcik, Wenjun Liu, Jonathan Tischler","Signal Processing (eess.SP)","Coded apertures, traditionally employed in x-ray astronomy for imaging celestial objects, are now being adapted for micro-scale applications, particularly in studying microscopic specimens with synchrotron light diffraction. In this paper, we focus on micro-coded aperture imaging and its capacity to accomplish depth-resolved micro-diffraction analysis within crystalline specimens. We study aperture specifications and scanning parameters by assessing characteristics like size, thickness, and patterns. Numerical experiments assist in assessing their impact on reconstruction quality. Empirical data from a Laue diffraction microscope at a synchrotron undulator beamline supports our findings. Overall, our results offer key insights for optimizing aperture design in advancing micro-scale diffraction imaging at synchrotrons. This study contributes insights to this expanding field and suggests significant advancements, especially when coupled with the enhanced flux anticipated from the global upgrades of synchrotron sources.","Tue, 21 May 2024 14:04:56 UTC (9,103 KB)"
"53","Carbon-aware Software Services","Stefano Forti, Jacopo Soldani, Antonio Brogi","Software Engineering (cs.SE)","The significant carbon footprint of the ICT sector calls for methodologies to contain carbon emissions of running software. This article proposes a novel framework for implementing, configuring and assessing carbon-aware interactive software services. First, we propose a methodology to implement carbon-aware services leveraging the Strategy design pattern to feature alternative service versions with different energy consumption. Then, we devise a bilevel optimisation scheme to configure which version to use at different times of the day, based on forecasts of carbon intensity and service requests, pursuing the two-fold goal of minimising carbon emissions and maintaining average output quality above a desired set-point. Last, an open-source prototype of such optimisation scheme is used to configure a software service implemented as per our methodology and assessed against traditional non-adaptive implementations of the same service. Results show the capability of our framework to control the average quality of output results of carbon-aware services and to reduce carbon emissions from 8% to 50%.","Tue, 21 May 2024 08:26:38 UTC (2,234 KB)"
"54","Multi-hop Multi-RIS Wireless Communication Systems: Multi-reflection Path Scheduling and Beamforming","Xiaoyan Ma, Haixia Zhang, Xianhao Chen, Yuguang Fangmand Dongfeng Yuan","Networking and Internet Architecture (cs.NI)","Reconfigurable intelligent surface (RIS) provides a promising way to proactively augment propagation environments for better transmission performance in wireless communications. Existing multi-RIS works mainly focus on link-level optimization with predetermined transmission paths, which cannot be directly extended to system-level management, since they neither consider the interference caused by undesired scattering of RISs, nor the performance balancing between different transmission paths. To address this, we study an innovative multi-hop multi-RIS communication system, where a base station (BS) transmits information to a set of distributed users over multi-RIS configuration space in a multi-hop manner. The signals for each user are subsequently reflected by the selected RISs via multi-reflection line-of-sight (LoS) links. To ensure that all users have fair access to the system to avoid excessive number of RISs serving one user, we aim to find the optimal beam reflecting path for each user, while judiciously determining the path scheduling strategies with the corresponding beamforming design to ensure the fairness. Due to the presence of interference caused by undesired scattering of RISs, it is highly challenging to solve the formulated multi-RIS multi-path beamforming optimization problem. To solve it, we first derive the optimal RISs' phase shifts and the corresponding reflecting path selection for each user based on its practical deployment location. With the optimized multi-reflection paths, we obtain a feasible user grouping pattern for effective interference mitigation by constructing the maximum independent sets (MISs). Finally, we propose a joint heuristic algorithm to iteratively update the beamforming vectors and the group scheduling policies to maximize the minimum equivalent data rate of all users.","Tue, 21 May 2024 06:41:24 UTC (3,683 KB)"
"55","PLM4Traj: Cognizing Movement Patterns and Travel Purposes from Trajectories with Pre-trained Language Models","Zeyu Zhou, Yan Lin, Haomin Wen, Shengnan Guo, Jilin Hu, Youfang Lin, Huaiyu Wan","Machine Learning (cs.LG)","Spatio-temporal trajectories play a vital role in various spatio-temporal data mining tasks. Developing a versatile trajectory learning approach that can adapt to different tasks while ensuring high accuracy is crucial. This requires effectively extracting movement patterns and travel purposes embedded in trajectories. However, this task is challenging due to limitations in the size and quality of available trajectory datasets. On the other hand, pre-trained language models (PLMs) have shown great success in adapting to different tasks by training on large-scale, high-quality corpus datasets. Given the similarities between trajectories and sentences, there is potential in leveraging PLMs to enhance the development of a versatile and effective trajectory learning method. Nevertheless, vanilla PLMs are not tailored to handle the unique spatio-temporal features present in trajectories and lack the capability to extract movement patterns and travel purposes from them.
To overcome these obstacles, we propose a model called PLM4Traj that effectively utilizes PLMs to model trajectories. PLM4Traj leverages the strengths of PLMs to create a versatile trajectory learning approach while addressing the limitations of vanilla PLMs in modeling trajectories. Firstly, PLM4Traj incorporates a novel trajectory semantic embedder that enables PLMs to process spatio-temporal features in trajectories and extract movement patterns and travel purposes from them. Secondly, PLM4Traj introduces a novel trajectory prompt that integrates movement patterns and travel purposes into PLMs, while also allowing the model to adapt to various tasks. Extensive experiments conducted on two real-world datasets and two representative tasks demonstrate that PLM4Traj successfully achieves its design goals. Codes are available at this https URL.","Tue, 21 May 2024 02:33:17 UTC (12,374 KB)"
"56","A High Compression Ratio Channel Multiplexing Method for Micro-pattern Gaseous Detectors","Yu Wang, Shubin Liu, Hao Zhuang, Zhengwu Ding, Zhihang Yao, Changqing Feng, Zhiyong Zhang","Instrumentation and Detectors (physics.ins-det)","Micro-pattern gas detectors (MPGD) find wide-ranging applications in particle physics experiments, industry, and medical services, owing to their large area, fine spatial resolution, and relatively low material content within the sensitive region. However, the demand for a large number of readout channels poses a bottleneck, limiting the application of MPGD to achieve higher accuracy and more extensive area. This requirement also presents significant challenges regarding system integration, power consumption, cooling, and cost.
Previous studies have shown that, under sparse effective hits, a channel multiplexing method based on position encoded can address this issue.
Nonetheless, improving the compression ratio and addressing the high event rate problem remain key challenges requiring further investigation.
In this research, we have developed two types of high compression ratio multiplexing methods and their mathematical models. It is shown that a maximum of $n \times (n-1)/2 - (n - 2)/2 + 1$ detector channels can be read out with n electronics channels if n is even. Using these methods, several multiplexing boards were designed and implemented. Considering the real condition of the detectors, we achieved an multiplexing board with 64 readout electronics reading out 1024 detector channels, marking the highest compression ratio in current research. Moreover, these multiplexing circuits were utilized and verified in our cosmic-ray muon imaging facilities, demonstrating their advantage of reducing the required number of front-end electronics cards.","Tue, 21 May 2024 02:30:13 UTC (1,466 KB)"
"57","Adaptive Extraction Network for Multivariate Long Sequence Time-Series Forecasting","Dandan Zhang, Yun Wang","Machine Learning (cs.LG)","Models employing CNN architecture have made significant progress in multivariate long sequence time-series forecasting (MLSTF), particularly in modeling local time series characteristics. However, during the MLSTF process, extracting the global time series patterns and understanding the correlations among different variables are highly significant. To address this challenge, we introduce multi-resolution convolution and deformable convolution operations. By enlarging the receptive field using convolution kernels with different dilation factors to capture temporal correlation information across different resolutions, and adaptively adjusting the sampling positions through additional offset vectors, we enhance the network's ability to capture correlated features between variables. Building upon this, we propose ATVCNet, an adaptive temporal-variable convolutional network designed to effectively model the local/global temporal dependencies and inter-variable dependencies of multivariate time series. Specifically, extracting and fusing time series features at different resolutions, captures both local contextual information and global patterns in the time series. The designed inter-variable feature adaptive extraction module captures the correlation among different variables in the time series. We evaluated the performance of ATVCNet across eight real-world datasets. The results indicate that ATVCNet achieved a performance improvement of approximately 63.4% over state-of-the-art MLSTF models.","Mon, 20 May 2024 14:05:35 UTC (2,540 KB)"
"58","Quantifying Individual and Joint Module Impact in Modular Optimization Frameworks","Ana Nikolikj, Ana Kostovska, Diederick Vermetten, Carola Doerr, Tome Eftimov","Neural and Evolutionary Computing (cs.NE)","This study explores the influence of modules on the performance of modular optimization frameworks for continuous single-objective black-box optimization. There is an extensive variety of modules to choose from when designing algorithm variants, however, there is a rather limited understanding of how each module individually influences the algorithm performance and how the modules interact with each other when combined. We use the functional ANOVA (f-ANOVA) framework to quantify the influence of individual modules and module combinations for two algorithms, the modular Covariance Matrix Adaptation (modCMA) and the modular Differential Evolution (modDE). We analyze the performance data from 324 modCMA and 576 modDE variants on the BBOB benchmark collection, for two problem dimensions, and three computational budgets. Noteworthy findings include the identification of important modules that strongly influence the performance of modCMA, such as the~\textit{weights\ option} and~\textit{mirrored} modules for low dimensional problems, and the~\textit{base\ sampler} for high dimensional problems. The large individual influence of the~\textit{lpsr} module makes it very important for the performance of modDE, regardless of the problem dimensionality and the computational budget. When comparing modCMA and modDE, modDE undergoes a shift from individual modules being more influential, to module combinations being more influential, while modCMA follows the opposite pattern, with an increase in problem dimensionality and computational budget.","Mon, 20 May 2024 11:39:55 UTC (1,322 KB)"
"59","Depth Prompting for Sensor-Agnostic Depth Estimation","Jin-Hwi Park, Chanhwi Jeong, Junoh Lee, Hae-Gon Jeon","Computer Vision and Pattern Recognition (cs.CV)","Dense depth maps have been used as a key element of visual perception tasks. There have been tremendous efforts to enhance the depth quality, ranging from optimization-based to learning-based methods. Despite the remarkable progress for a long time, their applicability in the real world is limited due to systematic measurement biases such as density, sensing pattern, and scan range. It is well-known that the biases make it difficult for these methods to achieve their generalization. We observe that learning a joint representation for input modalities (e.g., images and depth), which most recent methods adopt, is sensitive to the biases. In this work, we disentangle those modalities to mitigate the biases with prompt engineering. For this, we design a novel depth prompt module to allow the desirable feature representation according to new depth distributions from either sensor types or scene configurations. Our depth prompt can be embedded into foundation models for monocular depth estimation. Through this embedding process, our method helps the pretrained model to be free from restraint of depth scan range and to provide absolute scale depth maps. We demonstrate the effectiveness of our method through extensive evaluations. Source code is publicly available at this https URL .","Mon, 20 May 2024 08:19:08 UTC (26,194 KB)"
