"","Title","Author","Subject","Abstract","Meta"
"38","Out-of-distribution Detection in Medical Image Analysis: A survey","Zesheng Hong, Yubiao Yue, Yubin Chen, Huanjie Lin, Yuanmei Luo, Mini Han Wang, Weidong Wang, Jialong Xu, Xiaoqi Yang, Zhenzhang Li, Sihong Xie","Computer Vision and Pattern Recognition (cs.CV)","Computer-aided diagnostics has benefited from the development of deep learning-based computer vision techniques in these years. Traditional supervised deep learning methods assume that the test sample is drawn from the identical distribution as the training data. However, it is possible to encounter out-of-distribution samples in real-world clinical scenarios, which may cause silent failure in deep learning-based medical image analysis tasks. Recently, research has explored various out-of-distribution (OOD) detection situations and techniques to enable a trustworthy medical AI system. In this survey, we systematically review the recent advances in OOD detection in medical image analysis. We first explore several factors that may cause a distributional shift when using a deep-learning-based model in clinic scenarios, with three different types of distributional shift well defined on top of these factors. Then a framework is suggested to categorize and feature existing solutions, while the previous studies are reviewed based on the methodology taxonomy. Our discussion also includes evaluation protocols and metrics, as well as the challenge and a research direction lack of exploration.","Sun, 28 Apr 2024 18:51:32 UTC (4,215 KB)"
"39","A Universal Kinematical Group for Quantum Mechanics","Gerald A. Goldin, David H. Sharp","Quantum Physics (quant-ph)","In 1968, Dashen and Sharp obtained a certain singular Lie algebra of local densities and currents from canonical commutation relations in nonrelativistic quantum field theory. The corresponding Lie group is infinite dimensional: the natural semidirect product of an additive group of scalar functions with a group of diffeomorphisms. Unitary representations of this group describe a wide variety of quantum systems, and have predicted previously unsuspected possibilities; notably, anyons and nonabelian anyons in two space dimensions. We present here foundational reasons why this semidirect product group serves as a universal kinematical group for quantum mechanics. We obtain thus a unified account of all possible quantum kinematics for systems with mass in an arbitrary physical space, and clarify the role played by topology in quantum mechanics. Our development does not require quantization of classical phase space; rather, the classical limit follows from the quantum mechanics. We also consider the relationship of our development to Heisenberg quantization.","Sun, 28 Apr 2024 18:46:24 UTC (21 KB)"
"40","ROS 2 on a Chip, Achieving Brain-Like Speeds and Efficiency in Robotic Networking","Víctor Mayoral-Vilches, Juan Manuel Reina-Muñoz, Martiño Crespo-Álvarez, David Mayoral-Vilches","Robotics (cs.RO)","The Robot Operating System (ROS) pubsub model played a pivotal role in developing sophisticated robotic applications. However, the complexities and real-time demands of modern robotics necessitate more efficient communication solutions that are deterministic and isochronous. This article introduces a groundbreaking approach: embedding ROS 2 message-passing infrastructure directly onto a specialized hardware chip, significantly enhancing speed and efficiency in robotic communications. Our FPGA prototypes of the chip design can send or receive packages in less than 2.5 microseconds, accelerating networking communications by more than 62x on average and improving energy consumption by more than 500x when compared to traditional ROS 2 software implementations on modern CPUs. Additionally, it dramatically reduces maximum latency in ROS 2 networking communication by more than 30,000x. In situations of peak latency, our design guarantees an isochronous response within 11 microseconds, a stark improvement over the potential hundreds of milliseconds reported by modern CPU systems under similar conditions.","Sun, 28 Apr 2024 15:03:49 UTC (1,408 KB)"
"41","LEGO-like Small-Model Constructions for Åqvist's Logics","Dmitry Rozplokhas","Logic in Computer Science (cs.LO)","Åqvist's logics (E, F, F+(CM), and G) are among the best-known systems in the long tradition of preference-based approaches for modeling conditional obligation. While the general semantics of preference models align well with philosophical intuitions, more constructive characterizations are needed to assess computational complexity and facilitate automated deduction. Existing small model constructions from conditional logics (due to Friedman and Halpern) are applicable only to F+(CM) and G, while recently developed proof-theoretic characterizations leave unresolved the exact complexity of theoremhood in logic F. In this paper, we introduce alternative small model constructions, obtained uniformly for all four Åqvist's logics. Our constructions propose alternative semantical characterizations and imply co-NP-completeness of theoremhood. Furthermore, they can be naturally encoded in classical propositional logic for automated deduction.","Sun, 28 Apr 2024 14:57:10 UTC (54 KB)"
"42","Gate tunable edge magnetoplasmon resonators","E. Frigerio, G. Rebora, M. Ruelle, H. Souquet-Basiège, Y. Jin, U. Gennser, A. Cavanna, B. Plaçais, E. Baudin, J.-M. Berroir, I. Safi, P. Degiovanni, G. Fève, G. Ménard","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Quantum Hall systems are platforms of choice when it comes to study topological properties of condensed matter systems and anyonic exchange statistics. In this work we have developed a tunable radiofrequency edge magnetoplasmonic resonator meant to serve as a versatile platform for future interferometric devices. The resonance frequency of the system is controlled by both the magnetic field and a set of electrostatic gates. The gates allow us to change both the size of the resonant cavity and the electronic density of the two-dimensional electron gas. We show that we can continuously control the frequency response of our resonator, making it possible to develop an edge magnetoplasmon interferometer. As we reach smaller sizes of our resonator, finite size effects caused by the measurement probes manifest. We present a theoretical description of the system taking into account the spatial extension of the probing gates. In the future, such device will be a valuable tool to investigate the properties of non-abelian anyons in the fractional quantum Hall regime.","Sun, 28 Apr 2024 14:51:49 UTC (955 KB)"
"43","Learning to Move Objects with Fluid Streams in a Differentiable Simulation","Karlis Freivalds, Laura Leja, Oskars Teikmanis","Robotics (cs.RO)","We introduce a method for manipulating objects in three-dimensional space using controlled fluid streams. To achieve this, we train a neural network controller in a differentiable simulation and evaluate it in a simulated environment consisting of an 8x8 grid of vertical emitters. By carrying out various horizontal displacement tasks such as moving objects to specific positions while reacting to external perturbations, we demonstrate that a controller, trained with a limited number of iterations, can generalise to longer episodes and learn the complex dynamics of fluid-solid interactions. Importantly, our approach requires only the observation of the manipulated object's state, paving the way for the development of physical systems that enable contactless manipulation of objects using air streams.","Sun, 28 Apr 2024 13:26:53 UTC (899 KB)"
"44","Infrared absorbers inspired by nature","Sébastien R. Mouchet","Optics (physics.optics)","Efficient energy harvesting, conversion, and recycling technologies are crucial for addressing the challenges faced by modern societies and the global economy. The potential of harnessing mid-infrared (mid-IR) thermal radiation as a pervasive and readily available energy source has so far no been fully exploited, particularly through bioinspiration. In this article, by reviewing existing photon-based strategies and the efficiency of natural systems in harnessing light and thermal radiation, I highlight the promising role of bioinspiration in enhancing energy capture, conversion, and recycling. Natural photonic structures found in various organisms, including insects, birds, and plants, exhibit sophisticated optical properties that can be leveraged for energy-efficient applications. These developments pave the way for future research and innovation in bioinspired energy solutions. Ultimately, they contribute to the pursuit of a sustainable and environmentally conscious future by harnessing the beauty of nature's designs to meet humankind's energy needs.","Sun, 28 Apr 2024 12:57:49 UTC (43,290 KB)"
"45","Tracking Transforming Objects: A Benchmark","You Wu, Yuelong Wang, Yaxin Liao, Fuliang Wu, Hengzhou Ye, Shuiwang Li","Computer Vision and Pattern Recognition (cs.CV)","Tracking transforming objects holds significant importance in various fields due to the dynamic nature of many real-world scenarios. By enabling systems accurately represent transforming objects over time, tracking transforming objects facilitates advancements in areas such as autonomous systems, human-computer interaction, and security applications. Moreover, understanding the behavior of transforming objects provides valuable insights into complex interactions or processes, contributing to the development of intelligent systems capable of robust and adaptive perception in dynamic environments. However, current research in the field mainly focuses on tracking generic objects. In this study, we bridge this gap by collecting a novel dedicated Dataset for Tracking Transforming Objects, called DTTO, which contains 100 sequences, amounting to approximately 9.3K frames. We provide carefully hand-annotated bounding boxes for each frame within these sequences, making DTTO the pioneering benchmark dedicated to tracking transforming objects. We thoroughly evaluate 20 state-of-the-art trackers on the benchmark, aiming to comprehend the performance of existing methods and provide a comparison for future research on DTTO. With the release of DTTO, our goal is to facilitate further research and applications related to tracking transforming objects.","Sun, 28 Apr 2024 11:24:32 UTC (5,361 KB)"
"46","Enhancing Fairness in Neural Networks Using FairVIC","Charmaine Barker, Daniel Bethell, Dimitar Kazakov","Machine Learning (cs.LG)","Mitigating bias in automated decision-making systems, specifically deep learning models, is a critical challenge in achieving fairness. This complexity stems from factors such as nuanced definitions of fairness, unique biases in each dataset, and the trade-off between fairness and model accuracy. To address such issues, we introduce FairVIC, an innovative approach designed to enhance fairness in neural networks by addressing inherent biases at the training stage. FairVIC differs from traditional approaches that typically address biases at the data preprocessing stage. Instead, it integrates variance, invariance and covariance into the loss function to minimise the model's dependency on protected characteristics for making predictions, thus promoting fairness. Our experimentation and evaluation consists of training neural networks on three datasets known for their biases, comparing our results to state-of-the-art algorithms, evaluating on different sizes of model architectures, and carrying out sensitivity analysis to examine the fairness-accuracy trade-off. Through our implementation of FairVIC, we observed a significant improvement in fairness across all metrics tested, without compromising the model's accuracy to a detrimental extent. Our findings suggest that FairVIC presents a straightforward, out-of-the-box solution for the development of fairer deep learning models, thereby offering a generalisable solution applicable across many tasks and datasets.","Sun, 28 Apr 2024 10:10:21 UTC (386 KB)"
"47","Quasi-interpolation projectors for Subdivision Surfaces","Hailun Xu, Hongmei Kang","Numerical Analysis (math.NA)","Subdivision surfaces are considered as an extension of splines to accommodate models with complex topologies, making them useful for addressing PDEs on models with complex topologies in isogeometric analysis. This has generated a lot of interest in the field of subdivision space approximation. The quasi-interpolation offers a highly efficient approach for spline approximation, eliminating the necessity of solving large linear systems of equations. Nevertheless, the lack of analytical expressions at extraordinary points on subdivision surfaces makes traditional techniques for creating B-spline quasi-interpolants inappropriate for subdivision spaces. To address this obstacle, this paper innovatively reframes the evaluation issue associated with subdivision surfaces as a correlation between subdivision matrices and limit points, offering a thorough method for quasi-interpolation specifically designed for subdivision surfaces. This developed quasi-interpolant, termed the subdivision space projection operator, accurately reproduces the subdivision space. We provide explicit quasi-interpolation formulas for various typical subdivision schemes. Numerical experiments demonstrate that the quasi-interpolants for Catmull-Clark and Loop subdivision exhibit third-order approximation in the (L_2) norm and second-order in the (L_\infty) norm. Furthermore, the modified Loop subdivision quasi-interpolant achieves optimal approximation rates in both the (L_2) and (L_\infty) norms.","Sun, 28 Apr 2024 07:39:18 UTC (2,845 KB)"
"48","Ferroelectricity in twisted double bilayer graphene","Renjun Du, Jingkuan Xiao, Di Zhang, Xiaofan Cai, Siqi Jiang, Fuzhuo Lian, Kenji Watanabe, Takashi Taniguchi, Lei Wang, Geliang Yu","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Two-dimensional ferroelectrics can maintain vertical polarization up to room temperature, and are, therefore, promising for next-generation nonvolatile memories. Although natural two-dimensional ferroelectrics are few, moiré superlattices provide us with a generalized method to construct ferroelectrics from non-ferroelectric parent materials. We report a realization of ferroelectric hysteresis in a AB-BA stacked twisted double bilayer graphene (TDBG) system. The ferroelectric polarization is prominent at zero external displacement field and reduces upon increasing displacement fields. TDBG in the AB-BA configuration possesses a superlattice of non-centrosymmetric domains, exhibiting alternatively switchable polarities even without the assistance of any boron nitride layers; however, in the AB-AB stacking case, the development of polarized domains necessitates the presence of a second superlattice induced by the adjacent boron nitride layer. Therefore, twisted multilayer graphene systems offer us a fascinating field to explore two-dimensional ferroelectricity.","Sun, 28 Apr 2024 03:17:38 UTC (6,279 KB)"
"49","Micro-swimmer collective dynamics in Brinkman flows","Yasser Almoteri, Enkeleida Lushi","Fluid Dynamics (physics.flu-dyn)","Suspensions of swimming micro-organisms are known to undergo intricate collective dynamics as a result of hydrodynamic and collision interactions. Micro-swimmers, such as bacteria and micro-algae, naturally live and have evolved in complex habitats that include impurities, obstacles and interfaces. To elucidate their dynamics in a heterogeneous environment, we consider a continuum theory where the the micro-swimmers are embedded in a Brinkman wet porous medium, which models viscous flow with an additional resistance or friction due to the presence of smaller stationary obstacles. The conservation equation for the swimmer configurations includes advection and rotation by the immersing fluid, and is coupled to the viscous Brinkman fluid flow with an active stress due to the swimmers' motion in it. Resistance alters individual swimmer locomotion and the way it disturbs the surrounding fluid, and thus it alters its hydrodynamic interactions with others and and such affects collective dynamics.The entropy analysis and the linear stability analysis of the system of equations both reveal that resistance delays and hinders the onset and development of the collective swimming instabilities, and can completely suppress it if sufficiently large. Simulations of the full nonlinear system confirm these. We contrast the results with previous theoretical studies on micro-swimmers in homogeneous viscous flow, and discuss relevant experimental realizations.","Sun, 28 Apr 2024 00:41:57 UTC (12,398 KB)"
"50","LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing","Zeyang Ma, An Ran Chen, Dong Jae Kim, Tse-Hsun Chen, Shaowei Wang","Software Engineering (cs.SE)","Logs are important in modern software development with runtime information. Log parsing is the first step in many log-based analyses, that involve extracting structured information from unstructured log data. Traditional log parsers face challenges in accurately parsing logs due to the diversity of log formats, which directly impacts the performance of downstream log-analysis tasks. In this paper, we explore the potential of using Large Language Models (LLMs) for log parsing and propose LLMParser, an LLM-based log parser based on generative LLMs and few-shot tuning. We leverage four LLMs, Flan-T5-small, Flan-T5-base, LLaMA-7B, and ChatGLM-6B in LLMParsers. Our evaluation of 16 open-source systems shows that LLMParser achieves statistically significantly higher parsing accuracy than state-of-the-art parsers (a 96% average parsing accuracy). We further conduct a comprehensive empirical analysis on the effect of training size, model size, and pre-training LLM on log parsing accuracy. We find that smaller LLMs may be more effective than more complex LLMs; for instance where Flan-T5-base achieves comparable results as LLaMA-7B with a shorter inference time. We also find that using LLMs pre-trained using logs from other systems does not always improve parsing accuracy. While using pre-trained Flan-T5-base shows an improvement in accuracy, pre-trained LLaMA results in a decrease (decrease by almost 55% in group accuracy). In short, our study provides empirical evidence for using LLMs for log parsing and highlights the limitations and future research direction of LLM-based log parsers.","Sat, 27 Apr 2024 20:34:29 UTC (292 KB)"
"51","Optimization of District Heating Network Parameters in Steady-State Operation","Sai Krishna K. Hari, Anatoly Zlotnik, Shriram Srinivasan, Kaarthik Sundar, Mary Ewers","Optimization and Control (math.OC)","We examine the modeling, simulation, and optimization of district heating systems, which are widely used for thermal transport using steam or hot water as a carrier. We propose a generalizable framework to specify network models and scenario parameters, and develop an optimization method for evaluating system states including pressures, fluid flow rates, and temperatures throughout the network. The network modeling includes pipes, thermal plants, pumps, and passive or controllable loads as system components. We propose basic models for thermodynamic fluid transport and enforce the balance of physical quantities in steady-state flow over co-located outgoing and return networks. We formulate an optimization problem with steam and hot water as the outgoing and return carriers, as in legacy 20th century systems. The physical laws and engineering limitations are specified for each component type, and the thermal network flow optimization (TNFO) problem is formulated and solved for a realistic test network under several scenarios.","Mon, 29 Apr 2024 16:57:42 UTC (235 KB)"
"52","A Comprehensive Rubric for Annotating Pathological Speech","Mario Corrales-Astorgano, David Escudero-Mancebo, Lourdes Aguilar, Valle Flores-Lucas, Valentín Cardeñoso-Payo, Carlos Vivaracho-Pascual, César González-Ferreras","Computation and Language (cs.CL)","Rubrics are a commonly used tool for labeling voice corpora in speech quality assessment, although their application in the context of pathological speech remains relatively limited. In this study, we introduce a comprehensive rubric based on various dimensions of speech quality, including phonetics, fluency, and prosody. The objective is to establish standardized criteria for identifying errors within the speech of individuals with Down syndrome, thereby enabling the development of automated assessment systems. To achieve this objective, we utilized the Prautocal corpus. To assess the quality of annotations using our rubric, two experiments were conducted, focusing on phonetics and fluency. For phonetic evaluation, we employed the Goodness of Pronunciation (GoP) metric, utilizing automatic segmentation systems and correlating the results with evaluations conducted by a specialized speech therapist. While the obtained correlation values were not notably high, a positive trend was observed. In terms of fluency assessment, deep learning models like wav2vec were used to extract audio features, and we employed an SVM classifier trained on a corpus focused on identifying fluency issues to categorize Prautocal corpus samples. The outcomes highlight the complexities of evaluating such phenomena, with variability depending on the specific type of disfluency detected.","Mon, 29 Apr 2024 16:44:27 UTC (183 KB)"
"53","Bifurcations for Lagrangian systems and geodesics","Guangcun Lu","Dynamical Systems (math.DS)","In this paper we shall use the abstract bifurcation theorems developed by the author in previous papers to study bifurcations of solutions for Lagrangian systems on manifolds linearly or nonlinearly dependent on parameters under various boundary value conditions. As applications, many bifurcation results for geodesics on Finsler and Riemannian manifolds are derived.","Mon, 29 Apr 2024 15:52:05 UTC (204 KB)"
"54","Belt and Brace: When Federated Learning Meets Differential Privacy","Xuebin Ren, Shusen Yang, Cong Zhao, Julie McCann, Zongben Xu","Cryptography and Security (cs.CR)","Federated learning (FL) has great potential for large-scale machine learning (ML) without exposing raw data.Differential privacy (DP) is the de facto standard of privacy protection with provable guarantees.Advances in ML suggest that DP would be a perfect fit for FL with comprehensive privacy preservation. Hence, extensive efforts have been devoted to achieving practically usable FL with DP, which however is still challenging.Practitioners often not only are not fully aware of its development and categorization, but also face a hard choice between privacy and utility. Therefore, it calls for a holistic review of current advances and an investigation on the challenges and opportunities for highly usable FL systems with a DP guarantee. In this article, we first introduce the primary concepts of FL and DP, and highlight the benefits of integration. We then review the current developments by categorizing different paradigms and notions. Aiming at usable FL with DP, we present the optimization principles to seek a better tradeoff between model utility and privacy loss. Finally, we discuss future challenges in the emergent areas and relevant research topics.","Mon, 29 Apr 2024 15:51:49 UTC (3,621 KB)"
"55","Location-Based Load Balancing for Energy-Efficient Cell-Free Networks","Robbert Beerten, Vida Ranjbar, Andrea P. Guevara, Hazem Sallouha, Sofie Pollin","Signal Processing (eess.SP)","Cell-Free Massive MIMO (CF mMIMO) has emerged as a potential enabler for future networks. It has been shown that these networks are much more energy-efficient than classical cellular systems when they are serving users at peak capacity. However, these CF mMIMO networks are designed for peak traffic loads, and when this is not the case, they are significantly over-dimensioned and not at all energy efficient. To this end, Adaptive Access Point (AP) ON/OFF Switching (ASO) strategies have been developed to save energy when the network is not at peak traffic loads by putting unnecessary APs to sleep. Unfortunately, the existing strategies rely on measuring channel state information between every user and every access point, resulting in significant measurement energy consumption overheads. Furthermore, the current state-of-art approach has a computational complexity that scales exponentially with the number of APs. In this work, we present a novel convex feasibility testing method that allows checking per-user Quality-of-Service (QoS) requirements without necessarily considering all possible access point activations. We then propose an iterative algorithm for activating access points until all users' requirements are fulfilled. We show that our method has comparable performance to the optimal solution whilst avoiding solving costly mixed-integer problems and measuring channel state information on only a limited subset of APs.","Mon, 29 Apr 2024 15:36:13 UTC (74 KB)"
"56","A real-time digital twin of azimuthal thermoacoustic instabilities","Andrea Nóvoa, Nicolas Noiray, James R. Dawson, Luca Magri","Fluid Dynamics (physics.flu-dyn)","When they occur, azimuthal thermoacoustic oscillations can detrimentally affect the safe operation of gas turbines and aeroengines. We develop a real-time digital twin of azimuthal thermoacoustics of a hydrogen-based annular combustor. The digital twin seamlessly combines two sources of information about the system (i) a physics-based low-order model; and (ii) raw and sparse experimental data from microphones, which contain both aleatoric noise and turbulent fluctuations. First, we derive a low-order thermoacoustic model for azimuthal instabilities, which is deterministic. Second, we propose a real-time data assimilation framework to infer the acoustic pressure, the physical parameters, and the model and measurement biases simultaneously. This is the bias-regularized ensemble Kalman filter (r-EnKF), for which we find an analytical solution that solves the optimization problem. Third, we propose a reservoir computer, which infers both the model bias and measurement bias to close the assimilation equations. Fourth, we propose a real-time digital twin of the azimuthal thermoacoustic dynamics of a laboratory hydrogen-based annular combustor for a variety of equivalence ratios. We find that the real-time digital twin (i) autonomously predicts azimuthal dynamics, in contrast to bias-unregularized methods; (ii) uncovers the physical acoustic pressure from the raw data, i.e., it acts as a physics-based filter; (iii) is a time-varying parameter system, which generalizes existing models that have constant parameters, and capture only slow-varying variables. The digital twin generalizes to all equivalence ratios, which bridges the gap of existing models. This work opens new opportunities for real-time digital twinning of multi-physics problems.","Mon, 29 Apr 2024 15:27:09 UTC (5,256 KB)"
"57","Certification of Speaker Recognition Models to Additive Perturbations","Dmitrii Korzh, Elvir Karimov, Mikhail Pautov, Oleg Y. Rogov, Ivan Oseledets","Sound (cs.SD)","Speaker recognition technology is applied in various tasks ranging from personal virtual assistants to secure access systems. However, the robustness of these systems against adversarial attacks, particularly to additive perturbations, remains a significant challenge. In this paper, we pioneer applying robustness certification techniques to speaker recognition, originally developed for the image domain. In our work, we cover this gap by transferring and improving randomized smoothing certification techniques against norm-bounded additive perturbations for classification and few-shot learning tasks to speaker recognition. We demonstrate the effectiveness of these methods on VoxCeleb 1 and 2 datasets for several models. We expect this work to improve voice-biometry robustness, establish a new certification benchmark, and accelerate research of certification methods in the audio domain.","Mon, 29 Apr 2024 15:23:26 UTC (397 KB)"
"58","KBX: Verified Model Synchronization via Formal Bidirectional Transformation","Jianhong Zhao, Yongwang Zhao, Peisen Yao, Fanlang Zeng, Bohua Zhan, Kui Ren","Software Engineering (cs.SE)","Complex safety-critical systems require multiple models for a comprehensive description, resulting in error-prone development and laborious verification. Bidirectional transformation (BX) is an approach to automatically synchronizing these models. However, existing BX frameworks lack formal verification to enforce these models' consistency rigorously. This paper introduces KBX, a formal bidirectional transformation framework for verified model synchronization. First, we present a matching logic-based BX model, providing a logical foundation for constructing BX definitions within the $\mathbb{K}$ framework. Second, we propose algorithms to synthesize formal BX definitions from unidirectional ones, which allows developers to focus on crafting the unidirectional definitions while disregarding the reverse direction and missing information recovery for synchronization. Afterward, we harness $\mathbb{K}$ to generate a formal synchronizer from the synthesized definitions for consistency maintenance and verification. To evaluate the effectiveness of KBX, we conduct a comparative analysis against existing BX frameworks. Furthermore, we demonstrate the application of KBX in constructing a BX between UML and HCSP for real-world scenarios, showcasing an 82.8\% reduction in BX development effort compared to manual specification writing in $\mathbb{K}$.","Mon, 29 Apr 2024 15:05:27 UTC (2,769 KB)"
"59","Mathematical modelling of heat transfer in closed electrical contacts and electrical potential field dynamics with Thomson effect","Targyn A. Nauryz, Stanislav N. Kharin, Adriana C. Briozzo, Julieta Bollati","Analysis of PDEs (math.AP)","In this study we develop a mathematical model that describe the behavior of electromagnetic fields and heat transfer in closed electrical contacts that arises when instantaneous explosion of the micro-asperity which involves vaporization zone and liquid, solid zones where temperature is defined by a generalized heat equation with Thomson effect. This model account for the nonlinear nature of the thermal coefficients and electrical conductivity depended on temperature. Our proposed solutions are based on similarity transformation which allows us to reduce a Stefan-type problem to a system of nonlinear integral equations whose existence of solution is proved by the fixed point theory in Banach spaces.","Mon, 29 Apr 2024 15:01:46 UTC (36 KB)"
"60","Unveiling the Impact of B-site Distribution on the Frustration Effect in Double Perovskite Ca2FeReO6 Using Monte Carlo Simulation and Molecular Field Theory","Guoqing Liu, Jiajun Mo, Zeyi Lu, Qinghang Zhang, Puyue Xia, Min Liu","Materials Science (cond-mat.mtrl-sci)","This work systematically investigates the spin glass behavior of the double perovskite Ca2FeReO6. Building on previous studies, we have developed a formula to quantify the ions distribution at B-site, incorporating the next-nearest neighbor interactions. Employing molecular field theory and Monte Carlo simulations, the influence of various arrangements of two B-site ions on frustration effects was uncovered. B-site is segmented into a and b-site, defining the number of nearest neighbors from Fea to Feb (and vice versa) as Zx(Zy). The significant frustration effects occur when 1<Zx(or Zy)<3, with Zx is not equal to Zy and also when Zx(or Zy) ~ 3 while Zy(or Zx) ~ 4. All of these are reflected in the variations observed in ground state magnetization and the Thermal Energy Step relation to Zx and Zy. The model proposed in this work can be applied to most B-site disordered in perovskite systems and even to other chemically disordered in frustrated systems.","Mon, 29 Apr 2024 14:48:07 UTC (3,625 KB)"
"61","Enhancing Interactive Image Retrieval With Query Rewriting Using Large Language Models and Vision Language Models","Hongyi Zhu, Jia-Hong Huang, Stevan Rudinac, Evangelos Kanoulas","Multimedia (cs.MM)","Image search stands as a pivotal task in multimedia and computer vision, finding applications across diverse domains, ranging from internet search to medical diagnostics. Conventional image search systems operate by accepting textual or visual queries, retrieving the top-relevant candidate results from the database. However, prevalent methods often rely on single-turn procedures, introducing potential inaccuracies and limited recall. These methods also face the challenges, such as vocabulary mismatch and the semantic gap, constraining their overall effectiveness. To address these issues, we propose an interactive image retrieval system capable of refining queries based on user relevance feedback in a multi-turn setting. This system incorporates a vision language model (VLM) based image captioner to enhance the quality of text-based queries, resulting in more informative queries with each iteration. Moreover, we introduce a large language model (LLM) based denoiser to refine text-based query expansions, mitigating inaccuracies in image descriptions generated by captioning models. To evaluate our system, we curate a new dataset by adapting the MSR-VTT video retrieval dataset to the image retrieval task, offering multiple relevant ground truth images for each query. Through comprehensive experiments, we validate the effectiveness of our proposed system against baseline methods, achieving state-of-the-art performance with a notable 10\% improvement in terms of recall. Our contributions encompass the development of an innovative interactive image retrieval system, the integration of an LLM-based denoiser, the curation of a meticulously designed evaluation dataset, and thorough experimental validation.","Mon, 29 Apr 2024 14:46:35 UTC (1,369 KB)"
"62","A general framework for active space embedding methods: applications in quantum computing","Stefano Battaglia, Max Rossmannek, Vladimir V. Rybkin, Ivano Tavernelli, Jürg Hutter","Chemical Physics (physics.chem-ph)","We developed a general framework for hybrid quantum-classical computing of molecular and periodic embedding calculations based on an orbital space separation of the fragment and environment degrees of freedom. We show its potential by presenting a specific implementation of periodic range-separated DFT coupled to a quantum circuit ansatz, whereby the variational quantum eigensolver and the quantum equation-of-motion approach are used to obtain the low-lying spectrum of the embedded fragment Hamiltonian. Application of this scheme to study strongly correlated molecular systems and localized electronic states in materials is showcased through the accurate prediction of the optical properties for the neutral oxygen vacancy in magnesium oxide (MgO). Despite some discrepancies in absorption predictions, the method demonstrates competitive performance with state-of-the-art ab initio approaches, particularly evidenced by the accurate prediction of the photoluminescence emission peak.","Mon, 29 Apr 2024 14:36:53 UTC (6,556 KB)"
"63","On the Evaluation of Procedural Level Generation Systems","Oliver Withington, Michael Cook, Laurissa Tokarchuk","Human-Computer Interaction (cs.HC)","The evaluation of procedural content generation (PCG) systems for generating video game levels is a complex and contested topic. Ideally, the field would have access to robust, generalisable and widely accepted evaluation approaches that can be used to compare novel PCG systems to prior work, but consensus on how to evaluate novel systems is currently limited. We argue that the field can benefit from a structured analysis of how procedural level generation systems can be evaluated, and how these techniques are currently used by researchers. This analysis can then be used to both inform on the current state of affairs, and to provide data to justify changes to this practice. This work aims to provide this by first developing a novel taxonomy of PCG evaluation approaches, and then presenting the results of a survey of recent work in the field through the lens of this taxonomy. The results of this survey highlight several important weaknesses in current practice which we argue could be substantially mitigated by 1) promoting use of evaluation free system descriptions where appropriate, 2) promoting the development of diverse research frameworks, 3) promoting reuse of code and methodology wherever possible.","Mon, 29 Apr 2024 12:40:07 UTC (1,129 KB)"
"64","Efficient preconditioners for coupled Stokes-Darcy problems","Paula Strohbeck, Iryna Rybak","Numerical Analysis (math.NA)","Coupled systems of free flow and porous media arise in a variety of technical and environmental applications. For laminar flow regimes, such systems are described by the Stokes equations in the free-flow region and Darcy's law in the porous medium. An appropriate set of coupling conditions is needed on the fluid-porous interface. Discretisations of the Stokes-Darcy problems yield large, sparse, ill-conditioned, and, depending on the interface conditions, non-symmetric linear systems. Therefore, robust and efficient preconditioners are needed to accelerate convergence of the applied Krylov method. In this work, we develop and investigate block diagonal, block triangular and constraint preconditioners for the coupled Stokes-Darcy problems. We apply two classical sets of coupling conditions considering the Beavers-Joseph and the Beavers-Joseph-Saffman condition for the tangential velocity. For the Beavers-Joseph interface condition, the resulting system is non-symmetric, therefore GMRES method is used. Spectral and field-of-values bounds independent of the grid width are derived for the exact versions of the preconditioners. Furthermore, we develop efficient inexact versions of the preconditioners. We demonstrate the effectiveness and robustness of the proposed preconditioners in numerical experiments.","Mon, 29 Apr 2024 12:18:02 UTC (4,432 KB)"
"65","Semi-device independent characterization of multiphoton indistinguishability","Giovanni Rodari, Leonardo Novo, Riccardo Albiero, Alessia Suprano, Carlos T. Tavares, Eugenio Caruccio, Francesco Hoch, Taira Giordani, Gonzalo Carvacho, Marco Gardina, Niki Di Giano, Serena Di Giorgio, Giacomo Corrielli, Francesco Ceccarelli, Roberto Osellame, Nicolò Spagnolo, Ernesto F. Galvão, Fabio Sciarrino","Quantum Physics (quant-ph)","Multiphoton indistinguishability is a central resource for quantum enhancement in sensing and computation. Developing and certifying large scale photonic devices requires reliable and accurate characterization of this resource, preferably using methods that are robust against experimental errors. Here, we propose a set of methods for the characterization of multiphoton indistinguishability, based on measurements of bunching and photon number variance. Our methods are robust in a semi-device independent way, in the sense of being effective even when the interferometers are incorrectly dialled. We demonstrate the effectiveness of this approach using an advanced photonic platform comprising a quantum-dot single-photon source and a universal fully-programmable integrated photonic processor. Our results show the practical usefulness of our methods, providing robust certification tools that can be scaled up to larger systems.","Mon, 29 Apr 2024 12:15:06 UTC (658 KB)"
