"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","UPDATE (22 March 2022):New unit arrived yesterday and started up perfectly.As for a laptop, it's perfectly functional. The design is nice, the keyboard feels nice (trackpad takes some getting used to clicking), there are enough ports for the peripherals I use, and it's run older games for 5 hours straight with negligible heat. I haven't tested the webcam and microphone yet.I don't play new or graphic-intensive games, but this ran very well on older games (Team Fortress 2, Spec Ops: The Line, Magic the Gathering 2014) and some newer ones (Deep Rock Galactic). I plan to run Halo Infinite and Outer Wilds later this week and expect it to perform well.I will keep this updated as my time with this computer progresses. 5/5___________________________________________________________________OLD REVIEW (20 March 2022):TL;DR - I'm sure the laptop is great but the one I received is defective (can't charge - motherboard issue). I am returning it to Amazon and have ordered another one, as I'm sure a functioning unit will meet my expectations for this product. I will update my review when my second order arrives. As for now, 1 star for defective product.I wanted a budget gaming laptop to replace my retired ASUS G55VW (2011). I chose this model due to its strong specs for a budget device, including an RTX 3050Ti (midrange for graphics cards in 2021 but supports the burgeoning ray-tracing technology used in current games), Core i7 CPU, 1 TB SSD storage, and 16GB memory. I also chose this because I wanted a 17-inch screen. The price point maxed out my acceptable budget range (~$1200).I believe this laptop is a good choice for me considering these specs and the price, and I look forward to trying it out.HOWEVER, the model I received appears to be defective - I believe I got a lemon. Upon unboxing, plugging the charger into the laptop did not illuminate the 'charging' light on the laptop, even after trying different electrical outlets and surge protectors. I took it to a local computer repair shop and the tech confirmed the charger itself was functional, as his voltmeter reported 19+ V. Upon opening the device and testing it, he concluded that something was wrong with the motherboard that prevented charging (I am unfamiliar with computers and cannot relay the significance of what he said).I filed for a return-and-replace with Amazon; they accepted the return but denied the replacement - likely so I couldn't keep both laptops and run. The laptop is currently repackaged and I will drop it off at UPS for a return in the next couple of days.I immediately ordered another unit, as this model was my first choice. I expect the second product to work just fine and meet my purchasing expectations, and eagerly await its arrival. I understand defective products are produced and shipped as a natural part of the production process, and do not consider this representative of Acer.While I'm sure the product will meet my expectations, I am saddened to receive a defective model. I will provide an updated review when my second order arrives.","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"30","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Brutally Honest.","I got this go that I can play games at different locations and not disturb others in the family or hang out with them while they are watching something I have no interest in  Easily plays all my games, good size monitor, speed and graphics. Loads games much quicker than my periods laptop.  Good value","Verified Purchase","Reviewed in the United States on January 23, 2024","5.0 out of 5 stars"
"31","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","Just took a week extra to arrive but otherwise nothing to complain about!","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"32","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","I bought this for my mom. She wanted to get a laptop for work but also because she had gotten into a pc game called Genshin Impact. So I got her this laptop and she cried she was so happy. Mom says battery runs out a bit fast but over all good laptop.","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"33","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Khareim Grant","First off, I scrutinized this purchase to make sure it fit my needs moving forward. Acer Nitro had done great in the past for me. The excellent lifetime given by my previous Nitro 5, i5 Gtx1060  from 2018. Brought me back with established brand confidence.Then it hurt my feelings with deceptive system write ups, misleading access port specs, ect...The short version.This is a whole lot of all the right components forced to live with each other against their will. This laptop is an uncooperative disappointment.All the gripes:I picked this model specifically for its Thunderbolt 4 USB C Display Adapter Port and was thrilled about the RTX3060 GPU.It took 20 hours of setup (WTF seriously) to find out that besides all the issues that would have made it a defective return anyhow, the Display Port is hard wired to the Intel HD on-board graphics processor. It is built to fail on that point.This system has issues built into it in ways that boggle your bogs. The screen had 7 to 8 light discoloration areas around the edges like it had been beaten on from the inside. The new power cord design is something I hope they have fixed in 2023. My experience was it caused power failures when moved while plugged in.  Sudden total power failures, it was like to a blackout.Speaking of feedback, the audio on board sends back slight popping sounds.  Digital distortions from all operations and outputs was intermittent; it does seem consistent as reported by other owners of this model. Some speculation whether this is a new WinOS build issue.If you are a VR user just looking to occasionally link to a laptop, find another. It is possible but the performance of the  RTX3060 in this systems build is surprisingly dismal. At midrange settings, no ray tracing, CP2077 (Cyberpunk 2077) was not able to hold 15 FPS for any interaction beyond the menu screen. The RTX GPU and the CPU share a studio apt with inadequate airflow. It heats up fast and ""The GPU Little Dual Fans that Could"" can't . Why they even let this build go into manufacture is beyond me. This machine cannot keep baseline operating temperature while watching a Movie. This is actually the first time in 13 years of having a laptop as a critical tool of my trade that I even noticed they had any fans. I always just gave them proper ventilation. You will notice these fans thiugh, when the 95 to 110 degree air starts blasting from all possible routes. This is the GPU warning you that an "" Emergency Safety Shutdown"" is about to occur because you are playing Fortnite or whatever. This was the only helpful unintended feature. I found I had about 15 to 20 seconds to save my game or work. By the time I figured out that workflow hack, I finally admitted to myself that I had been naive and was being stubborn trying to create work arounds and validate the value of my purchase.If you are the kind of person who enjoys taking badly designed hardware platforms and tinkering with them you found a deal here..Cyberware PC, ASUS, NITRO have done well by me for the 3 previous workstations I have built on their bare bones. My 2018 Nitro 5 survived, falls, collisions and was even stepped on (In my bag) and made a cracking noise that brought so many simultaneous gasps in a room full of technicians that you could feel the air leaving the room.So please don't let this lengthy review of this one product turn you away from the brand. It has been solid so far.Goodbye 2018 Nitro 5 you were a adequate tool and a  nobel machine.R.I.P.  ""MiniPrime""2018-2023 Death by Winter Storm  😭 Like tears in Rain,,I found it next an open window after a storm, in a puddle.Waaaah!If you read this whole thing, thanks I guess. I wish you the best in all that you give your best to.","Verified Purchase","Reviewed in the United States on January 26, 2024","1.0 out of 5 stars"
"34","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Jasmine Rodriguez","It performs and runs as expected. I have not had any issues with this gaming laptop since I purchased it 7 months ago.","Verified Purchase","Reviewed in the United States on December 28, 2023","4.0 out of 5 stars"
"35","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Titus Prime","It does run hot but had to buy a fan to cool it off. Plus the charger thing is hot as well. Please fix the over hot issue.","Verified Purchase","Reviewed in the United States on August 26, 2023","4.0 out of 5 stars"
"36","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Corey b.","The main reason was the back lit key pad. Allot brighter then most and that's what I needed to see the keys . Having all the extra USB ports was nice too.","Verified Purchase","Reviewed in the United States on February 12, 2024","2.0 out of 5 stars"
"37","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","maddog","I’m a gamer and this is an affordable great graphics laptop","Verified Purchase","Reviewed in the United States on January 8, 2024","5.0 out of 5 stars"
"38","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Marko Polo","I got this to game on. Setup was fast and easy. Charger gets super hot while charging but from what I’ve read, that’s pretty normal. It runs great and never lags while I’m gaming!","Verified Purchase","Reviewed in the United States on February 3, 2024","4.0 out of 5 stars"
"39","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Gary M Marvin","I don't know if this laptop is a remanufactured one or it was damaged but I'm having to completely turn it off and back on every time I want to login because it keeps telling me my login in incorrect but after I restart it the pin login is just fine and I don't understand it. Theirs a lot of other things that I've never had any issues with a regular laptop as well. I also still have not received an email from my 2 year warranty for my account with them and I don't know how about getting that information but I do have a screenshot of my account number and order number.","Verified Purchase","Reviewed in the United States on February 13, 2024","5.0 out of 5 stars"
"40","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Kelly Anderson","I bought this laptop for my 12 year old. It’s his first laptop and he mainly uses it to play Roblox. It works well for him and the price wasn’t so bad.","Verified Purchase","Reviewed in the United States on January 27, 2024","5.0 out of 5 stars"
"41","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","This is an amazing computer !!!! Great speed and excellent for gaming !!!!","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"42","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","Works great, loads, operates, and performs flawlessly.","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"43","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","tim","I am Game Artist. I use 3D modeling and game engine programs like Unity, 3DsMax, Blender, Photoshop, and Unreal. I also play plenty of MMORGs and Steam games in my (very little) free-time. And I really needed a new work/personal gaming laptop as my last Acer Predator was starting to degrade after several years of constant use. So I decided to try the Nitro since I really liked the Predator and have an Acer monitor as well.So here's my thoughts:DISPLAYThis is something very important to me being an artist. And the colors are accurate and vivid. I don't have any issue editing my art as I switch displays. It can also get quite bright, nothing too eye burning (I keep it on the lower side) and the screen itself is quite large, and visible even from 2 feet away on a desk.PROCESSOR SPEED / RAM / GPUUsing Unity and Unreal, this laptop has been able to handle my beefy VFX work without issue. Same with my of my 3D Modeling and 3D Sculpting work which can be quite demanding on the GPU. Although the RAM is on the low-medium side so I will be looking into getting an additional one so things run a little faster.STORAGEI upgraded on hard-drive storage when it came to this laptop and I'm so glad I have. All those programs I listed above + PC games can take up a lot of space and I have not had an issue needing to delete something in order to do something else.HARDWARE DESIGNIts nice, sleek, and simple. Very similar to the 2018 Predator I have. The keyboard does light up, which I always like but you can not program custom colors (which is no issue for me but good to know). The only other thing is that this is a LARGE laptop. It is larger than my last one and I really like it being this size for the display. It luckily does fit in my laptop bag but I would make sure to measure yours to make sure this will work for you.PRICEBuying a laptop will always be an expense, especially a gaming laptop. But for the storage space, display quality, and RAM, this laptop is a great deal for $1,200.FINAL THOUGHTSIts been 2 months since Ive been using this laptop and I have had a great experience. Gamer or Artist, I would definitely recommend.","Verified Purchase","Reviewed in the United States on February 6, 2024","1.0 out of 5 stars"
"44","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","OU812","I really like the laptop, I use it for video editing and it renders videos very fast. However the laptop is not CRU compliment or customer replacement unit parts. To access the spot to add an extra SSD or RAM the ENTIRE back must be removed. And to add an extra SSD requires using the supplied ribbon, however my black ribbon lock fell into the computer so I can't add an extra SSD.A tip, if you want the red keyboard backlight to remain on while in use the setting is in the BIOS.Overall the performance of the laptop for the cost is very much worth buying. So yes I recommend it. However if you intend to add an extra SSD or RAM, better have someone with lots of experience and tiny fingers. BTW I have 5 IT degrees and still found upgrading a challenge.","Verified Purchase","Reviewed in the United States on January 4, 2024","5.0 out of 5 stars"
"45","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","J. Bird","I bought this laptop for my son's 16th birthday. It arrived and my son opened it. He was so excited and then the laptop wouldn't turn on. We thought maybe it needs to be plugged in and charge for a bit. He plugged it in, the charging light came on and it still wouldn't turn on. No sound, no lights, nothing. We waited another couple hours, the orange charging light turned to blue and we tried again.....still nothing. Brand new, straight out of the box and it wouldn't work. I had to then contact customer support and I had to mail this brand new computer to Texas for a technician to work on. Now we have to wait for them to look at it and figure out what is wrong with it and ship it back. So, my experience so far is not great.Update - Finally received the computer back from the technician. It took about 4 days to get there, 3 days for them to fix it, and then 4 to send it back. This was quicker than I expected. There was a cable that wasn't connected right inside, which they fixed. The computer is fast and my son has enjoyed it the last day he has had it. So far, it is a decent computer but who knows what will happen as time goes on. I am giving 3 stars for the aggravation of it not working when we first got it. I will update if the computer exceeds expectations after my son has used it for a little while.","Verified Purchase","Reviewed in the United States on February 1, 2022","4.0 out of 5 stars"
"46","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Gregory D. Watts","Let me start with my job turned me on to using high powered laptop’s plugged into docking stations for productivity. This is awesome because you can take your projects with you. I use the Nitro for video editing (4k 60fps) with Adobe Premiere Pro for youtube content. This thing remders 30 min 4k vids in LESS THAN 25 minutes. My old pc took an hour and would fail at times.It runs three dell 32in monitors no problem. I suspect it will run most games spectacularly. Though you may have to adjust frame rate. The picture quality is awesomeProsPrice pointThis thing is FAST!Graphics are on par with higher 4 digit cost laptopsPicture qualityProcessing powerFast boot upGreat for video editing and moderate gamingThe keyboard is solid and big for a laptop which is a plus.ConsWindows 11Only 512gb storageIts a heavier laptopFans are loudWindows 11The battery life is… what you’d expect.Looking at maybe 1-2 hours if you’re heavy in use and maybe 3-4 woth light use and power saving settings.Lets look at the truth and that is you’re not gonna be gaming on batt power and this thing shines hooked into bigger multiple monitors. The laptop lets you carry to a buddy’s or coffee shop to continue the fun.Did I mention windows 11?Keyboard light doesn’t stay lit too long, even on power and can’t find a setting for it.","Verified Purchase","Reviewed in the United States on August 24, 2023","5.0 out of 5 stars"
"47","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Chrissy","Works great looks cool gift for my daughter she loved it","Verified Purchase","Reviewed in the United States on October 10, 2023","4.0 out of 5 stars"
"48","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","tyler martin","Would jot recommend for AAA games like cod 4gb vram is just not enough or 8gb ram and if u do play on trying to play games like that id get a16gb 3200mhz ram and upgrade to 24gb or even get 2 16gb stacks and go for 32 just cause the GPU will share memory but runs great play r6 at 1080 high settings and it capps the fps limit at 144fps","Verified Purchase","Reviewed in the United States on August 21, 2023","3.0 out of 5 stars"
"49","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","tyler martin","its super good for having alot of tabs opened, good for roblox, and fortnite. also vr games and epic games. its good for discord you but when you screen share it does make ur frames drop and its not as smooth untik you end the screen share. but overall its amazing i love it so much","Verified Purchase","Reviewed in the United States on January 31, 2024","5.0 out of 5 stars"
"50","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","V. T.","La caja estaba en perfecto estado, el empaque y todo lo de adentro estaba muy bien, no tuve problema alguno.","Verified Purchase","Reviewed in the United States on December 28, 2023","5.0 out of 5 stars"
"51","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","UPDATE (22 March 2022):New unit arrived yesterday and started up perfectly.As for a laptop, it's perfectly functional. The design is nice, the keyboard feels nice (trackpad takes some getting used to clicking), there are enough ports for the peripherals I use, and it's run older games for 5 hours straight with negligible heat. I haven't tested the webcam and microphone yet.I don't play new or graphic-intensive games, but this ran very well on older games (Team Fortress 2, Spec Ops: The Line, Magic the Gathering 2014) and some newer ones (Deep Rock Galactic). I plan to run Halo Infinite and Outer Wilds later this week and expect it to perform well.I will keep this updated as my time with this computer progresses. 5/5___________________________________________________________________OLD REVIEW (20 March 2022):TL;DR - I'm sure the laptop is great but the one I received is defective (can't charge - motherboard issue). I am returning it to Amazon and have ordered another one, as I'm sure a functioning unit will meet my expectations for this product. I will update my review when my second order arrives. As for now, 1 star for defective product.I wanted a budget gaming laptop to replace my retired ASUS G55VW (2011). I chose this model due to its strong specs for a budget device, including an RTX 3050Ti (midrange for graphics cards in 2021 but supports the burgeoning ray-tracing technology used in current games), Core i7 CPU, 1 TB SSD storage, and 16GB memory. I also chose this because I wanted a 17-inch screen. The price point maxed out my acceptable budget range (~$1200).I believe this laptop is a good choice for me considering these specs and the price, and I look forward to trying it out.HOWEVER, the model I received appears to be defective - I believe I got a lemon. Upon unboxing, plugging the charger into the laptop did not illuminate the 'charging' light on the laptop, even after trying different electrical outlets and surge protectors. I took it to a local computer repair shop and the tech confirmed the charger itself was functional, as his voltmeter reported 19+ V. Upon opening the device and testing it, he concluded that something was wrong with the motherboard that prevented charging (I am unfamiliar with computers and cannot relay the significance of what he said).I filed for a return-and-replace with Amazon; they accepted the return but denied the replacement - likely so I couldn't keep both laptops and run. The laptop is currently repackaged and I will drop it off at UPS for a return in the next couple of days.I immediately ordered another unit, as this model was my first choice. I expect the second product to work just fine and meet my purchasing expectations, and eagerly await its arrival. I understand defective products are produced and shipped as a natural part of the production process, and do not consider this representative of Acer.While I'm sure the product will meet my expectations, I am saddened to receive a defective model. I will provide an updated review when my second order arrives.","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"52","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","LOVE this computer. Bought this to replace a near-10 year old computer I had which was on it's last legs. I knew I wanted a computer which was capable of playing high-graphics games at a decent fps, and this computer delivers.Great graphics quality, very good processing speed, good sound quality, good storage. My only issue, and this is pretty minor, is that the cooling fans are a bit loud. But they definitely are doing their job, and I so far haven't had any issues with my computer feeling too hot.8/10 purchase. Only wish the fans were a bit quieter, and the storage was a bit bigger. Otherwise, an excellent computer.","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"53","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","This is a very fast laptop. I enjoy the red light up keyboard. Generally, the performance is outstanding, but I would say that the dual fans drain the battery rather quickly, and I cannot get the same amount of work done before the battery dies on this particular laptop compared to others, which only have a single fan. Outside of that blemish I think it’s absolutely fantastic and I am very happy with the purchase.","Verified Purchase","Reviewed in the United States on March 19, 2022","1.0 out of 5 stars"
"54","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","Detailed First Impression ReviewI’ve been on Xbox for a long time for gaming and wanted to see the hype behind PC gaming. I do many things with my computer that a desktop would not work for me, as I have to move it around frequently and like portability, so I explored into the gaming laptop world. This was a cheaper, yet good option for an entry level Device.Processor- I bought the i7-11800H model and this processor seems to be a bit overkill for even some higher end games. But it’s great to have that extra power to multitask as well. I have not had any issues with the processing power. It’s fast and smooth.Graphics- I’m using the RTX-3050Ti and I’ve seen the card likes to run at 100% nearly all the time when in a game but I have had no issues with its capability of running smoothly and not overheating, and I haven’t even tried any undervolting yet which could improve it more.RAM- the 16gb ram and 4gb vram work well together. I use the heavily graphic related game of BeamNG Drive that requires a lot of RAM to run smooth and have tried several multiplayer games and have never seen the RAM get over 70% (which is pretty good for heavily demanding games). This was Plenty of RAM for the gaming I do to keep it running smooth.Overall- this is a great starting laptop for anyone looking for a gaming laptop or something fast for multitasking. Sure there might be a couple other options with similar price ranges that might perform slightly better. But this one was the lowest price I saw for what you get out of it and it’s been working just fine for me. I haven’t had it long so I may be back to update this if my opinion changes lol. But first impressions were really good.Negatives- the graphics card works really great as mentioned above, but if you use it running at 100% for a couple hours you can completely notice a performance drop because the temperature starts to get too hot. I haven’t had it overheat but I have had some slight performance differences after a while of hard use. That’s really the only “issue”, that’s not a huge deal, that I’ve had. And it’s correctable by changing up some deeper settings.As I have mentioned, this is a great ENTRY Level laptop. I would not recommend this laptop to anyone that is heavily into gaming. It works great for what I want to do with it but it would work pretty bad for a professional gamer (not that pros would ever use a laptop for gaming lol). I am also newer to PC gaming but I’m pretty savvy with computers. So being able to change some settings that the average newer user wouldn’t know how to, without YouTube tutorials, have made this laptop perform a little better than out of the box. But these changes I made so far are all settings included on the computer, not third party software included in this review (meaning anyone can change the basic settings to improve the performance slightly as I have).PS- I thought I had a dead laptop when it came like other reviewers complained about. I read the review of one person that said you have to jam the power plug in there really good til it clicks for it to work. I initially thought I pushed hard enough and heard a light snapping sound, but it wouldn’t charge or turn on. So I pushed a lot harder and heard it click a lot louder and it started charging perfectly fine and started up right away.","Verified Purchase","Reviewed in the United States on February 24, 2024","5.0 out of 5 stars"
"55","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Micah","The screen was sufficiently bright and could run games pretty well, but the fans were pretty loud and the speakers were kinda meh quality. The build quality of the laptop itself was very impressive, very rugged and durable, and the hinges seem like they would last at least 6-7 years.I found that you could lower the fan sound a little by setting the Power profile of your computer to Balanced, and helping it even further along by setting the display to 60 Hz, but it might require you to use Vertical Sync/VSYNC in some games.  I was able to run Starfield at 100+ FPS on Low, but the fans were blaring at me the entire time. The fact that it also comes with SATA drive support is also very impressive, because most laptops have completely abandoned SATA support for NVME to save space and for slightly better thermal performance. This computer also has 2 fans for improved thermals (weird fact, I know, but some laptops only have 1), but they also generate twice the noise.Aside from that, this is a very solid entry-level gaming laptop and will be able to run modern games at low-medium settings for at least a few years.","Verified Purchase","Reviewed in the United States on February 3, 2024","5.0 out of 5 stars"
"56","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Nikole","This computer works well as promised.I'm a freelancer helping clients with video editing/marketing work and find this laptop to be a great upgrade to my prior equipment.Running programs such as CAPCUT, Adobe Premiere, and online courses are smooth and effective.Very smooth. Happy I bought it.","Verified Purchase","Reviewed in the United States on January 5, 2022","5.0 out of 5 stars"
